,ID,age_band,gender,car_model,car_segment,age_of_vehicle_years,sched_serv_warr,non_sched_serv_warr,sched_serv_paid,non_sched_serv_paid,total_paid_services,total_services,mth_since_last_serv,annualised_mileage,num_dealers_visited,num_serv_dealer_purchased
113004,132668,3.0,0,3.0,1,10,6,9,8,8,8,9,9,7,3,9
113032,132701,1.0,1,1.0,3,10,4,7,5,6,5,4,10,6,9,5
113038,132708,1.0,0,6.0,0,7,4,6,3,4,3,4,9,3,8,6
113041,132713,1.0,1,1.0,3,10,8,6,9,6,8,7,7,10,7,9
113054,132728,4.0,1,2.0,1,9,8,3,10,2,8,6,9,8,3,7
113055,132729,1.0,0,1.0,3,7,8,8,8,8,8,9,8,10,4,6
113057,132731,2.0,1,3.0,1,10,7,1,9,1,6,4,10,8,8,6
113059,132733,2.0,1,3.0,1,5,5,10,8,10,10,10,8,7,5,10
113063,132737,4.0,1,2.0,1,8,1,6,3,6,4,4,10,3,3,5
113064,132738,4.0,1,1.0,3,6,1,1,2,3,1,1,1,1,1,1
113075,132750,4.0,0,11.0,1,10,8,10,10,10,10,10,8,8,10,10
113077,132752,1.0,1,2.0,1,10,3,9,3,6,4,8,8,8,10,4
113114,132791,3.0,0,1.0,3,8,7,8,9,10,10,8,8,6,9,7
113126,132807,3.0,1,6.0,0,10,5,10,6,6,5,9,10,8,9,9
113130,132811,1.0,0,1.0,3,6,4,8,5,9,8,6,8,7,4,8
113134,132815,2.0,1,1.0,3,6,6,6,7,4,4,6,8,6,5,8
113145,132827,1.0,1,0.0,0,9,3,4,4,8,6,3,10,3,1,1
113173,132857,3.0,0,1.0,3,7,10,10,10,9,10,10,4,10,6,10
113189,132875,4.0,1,1.0,3,6,10,1,9,2,6,9,4,4,6,9
113194,132881,2.0,0,1.0,3,10,5,8,9,7,8,6,8,5,9,7
113206,132895,3.0,0,5.0,3,7,6,8,7,8,7,6,3,8,7,8
113207,132897,1.0,1,1.0,3,10,8,9,9,7,8,9,9,8,3,10
113210,132900,1.0,0,5.0,3,10,6,7,7,7,6,5,9,5,9,4
113211,132901,2.0,1,3.0,1,9,5,2,7,3,4,3,8,5,8,5
113212,132902,0.0,1,6.0,0,9,6,8,9,9,9,7,10,6,9,7
113234,132927,5.0,1,5.0,3,9,7,2,8,1,5,4,9,6,10,4
113240,132933,5.0,0,5.0,3,6,5,5,6,6,5,5,8,4,3,6
113247,132940,3.0,0,1.0,3,8,9,5,9,6,8,7,6,8,3,8
113257,132951,0.0,0,3.0,1,7,5,2,3,2,2,3,10,3,8,4
113261,132956,3.0,0,1.0,3,9,6,2,3,2,2,3,9,4,8,5
113270,132966,0.0,1,6.0,0,9,5,5,6,3,4,4,10,4,4,6
113273,132969,5.0,1,6.0,0,10,7,9,9,10,10,9,4,7,5,5
113280,132977,2.0,1,2.0,1,4,1,1,2,3,1,1,2,1,1,1
113294,132997,1.0,1,2.0,1,9,6,4,8,7,8,5,9,4,8,7
113296,132999,3.0,1,2.0,1,10,1,5,1,3,2,2,10,2,6,4
113300,133003,3.0,1,6.0,0,9,9,2,10,2,9,6,9,9,3,8
113310,133017,1.0,0,1.0,3,10,5,4,5,4,3,4,9,6,3,6
113312,133020,4.0,1,0.0,0,1,2,2,2,2,2,1,1,2,3,1
113316,133024,4.0,1,0.0,0,6,1,1,3,2,1,1,2,1,1,1
113321,133029,3.0,1,3.0,1,7,10,1,10,2,9,7,6,9,8,9
113327,133036,2.0,1,1.0,3,5,10,9,10,10,10,10,4,10,6,5
113333,133042,3.0,1,7.0,1,8,4,7,4,8,6,6,3,10,10,6
113335,133044,4.0,1,7.0,1,8,4,4,4,5,3,3,9,8,3,4
113342,133053,1.0,1,1.0,3,7,5,9,5,8,7,7,9,4,7,8
113343,133054,1.0,0,0.0,0,10,8,10,7,10,10,10,4,10,3,2
113345,133056,3.0,1,7.0,1,10,5,7,4,7,6,4,10,3,9,5
113347,133058,6.0,1,5.0,3,7,6,7,5,3,3,7,9,4,4,9
113366,133078,5.0,0,1.0,3,6,6,4,5,5,4,4,9,3,6,6
113367,133079,4.0,0,5.0,3,10,4,3,4,5,4,3,10,3,4,6
113371,133083,1.0,1,1.0,3,6,4,9,4,4,3,6,8,8,9,7
113390,133105,3.0,1,6.0,0,7,6,10,5,8,7,10,7,6,8,10
113391,133106,2.0,1,2.0,1,9,5,4,8,5,6,4,3,5,9,4
113417,133137,2.0,0,1.0,3,8,6,7,8,5,6,6,9,8,4,8
113424,133144,4.0,0,5.0,3,6,6,9,5,8,7,8,8,3,4,9
113425,133145,1.0,1,3.0,1,10,10,7,10,6,8,9,8,10,9,5
113433,133154,3.0,1,1.0,3,7,10,10,10,10,10,10,4,10,8,10
113440,133162,3.0,1,0.0,0,7,9,10,6,10,9,10,7,8,4,10
113448,133172,3.0,1,3.0,1,5,6,10,5,7,6,10,8,6,8,10
113451,133176,3.0,1,1.0,3,9,6,5,8,8,8,4,7,5,10,4
113452,133177,3.0,1,6.0,0,6,6,2,6,1,3,3,9,5,3,5
113453,133178,2.0,1,1.0,3,7,5,10,3,6,4,8,8,7,6,9
113467,133194,3.0,0,0.0,0,9,4,3,3,9,7,4,10,3,8,6
113470,133197,1.0,0,1.0,3,6,6,7,6,5,4,6,8,9,6,8
113478,133206,1.0,1,5.0,3,10,4,7,4,9,8,5,9,6,10,4
113483,133212,5.0,1,0.0,0,10,6,8,8,4,6,8,9,10,6,3
113484,133213,4.0,1,2.0,1,10,9,8,7,6,6,8,6,9,7,9
113487,133217,1.0,1,1.0,3,7,10,8,8,10,10,9,8,8,7,10
113489,133219,2.0,1,6.0,0,9,6,4,7,5,5,4,10,5,9,4
113493,133224,0.0,0,5.0,3,8,3,5,4,8,6,3,9,5,9,4
113497,133228,3.0,1,3.0,1,5,8,6,8,8,8,7,6,7,8,9
113498,133229,6.0,0,1.0,3,6,7,7,6,8,7,7,4,6,7,8
113499,133231,0.0,1,2.0,1,5,8,4,6,7,6,5,9,4,2,3
113519,133254,1.0,1,3.0,1,4,10,5,7,9,9,8,7,9,5,8
113524,133259,3.0,1,6.0,0,6,9,2,8,1,5,7,7,8,10,7
113527,133263,2.0,0,1.0,3,6,9,9,9,6,7,9,4,8,7,10
113528,133264,2.0,1,1.0,3,5,9,3,7,1,4,6,8,7,4,8
113543,133279,6.0,1,2.0,1,9,8,8,7,6,6,7,9,6,6,8
113548,133287,2.0,1,2.0,1,7,7,10,10,8,10,10,5,8,9,8
113549,133288,3.0,0,1.0,3,7,2,3,2,2,1,2,2,1,2,3
113555,133296,5.0,0,1.0,3,6,7,4,8,4,5,6,8,4,4,7
113563,133304,4.0,1,0.0,0,7,5,7,8,9,9,6,10,4,5,3
113564,133305,6.0,1,1.0,3,8,3,10,3,6,4,9,6,6,9,4
113568,133311,3.0,0,5.0,3,9,7,2,7,1,4,4,10,5,3,6
113570,133314,1.0,1,2.0,1,7,7,7,3,4,3,6,7,4,8,8
113573,133317,3.0,0,1.0,3,8,4,4,4,7,5,3,10,3,5,5
113574,133318,3.0,0,6.0,0,6,3,5,5,5,4,3,6,8,1,1
113581,133325,1.0,0,1.0,3,9,5,9,7,7,7,8,10,5,3,9
113587,133331,4.0,0,1.0,3,10,4,9,3,5,4,6,8,7,6,8
113589,133334,3.0,0,7.0,1,8,5,9,3,9,8,7,8,9,10,4
113591,133336,1.0,1,2.0,1,10,10,10,10,6,9,10,3,10,7,10
113601,133348,4.0,1,2.0,1,6,4,4,9,5,7,3,9,3,8,5
113603,133350,2.0,1,1.0,3,8,9,7,10,5,8,9,6,8,10,7
113616,133366,3.0,0,3.0,1,7,7,8,8,5,6,7,3,7,3,9
113626,133378,1.0,1,2.0,1,10,5,9,6,9,8,8,10,4,9,8
113632,133385,4.0,1,11.0,1,8,7,10,9,10,10,10,4,10,10,7
113634,133388,2.0,0,1.0,3,8,3,9,4,7,5,7,9,6,10,7
113636,133390,1.0,0,1.0,3,7,7,4,9,4,7,6,8,8,9,3
113643,133397,5.0,1,2.0,1,4,7,5,7,7,6,5,7,3,6,7
113645,133399,4.0,1,7.0,1,9,4,6,4,6,4,5,10,8,1,1
113663,133418,4.0,1,5.0,3,10,3,6,2,7,5,3,10,2,6,5
113673,133428,3.0,1,2.0,1,6,10,6,10,4,9,9,4,10,9,9
113686,133442,1.0,1,1.0,3,10,10,8,10,8,9,9,9,9,7,2
113702,133463,1.0,1,3.0,1,8,10,9,10,8,9,10,6,9,7,10
113706,133469,5.0,1,4.0,3,8,5,2,7,1,4,3,10,4,7,1
113707,133470,5.0,1,3.0,1,5,1,1,3,2,1,1,2,1,1,1
113708,133471,4.0,1,6.0,0,9,4,10,4,10,9,9,8,9,10,4
113713,133476,2.0,0,7.0,1,6,5,9,9,8,8,8,6,7,7,9
113724,133487,3.0,1,0.0,0,8,7,8,10,10,10,7,8,8,4,9
113743,133509,4.0,1,11.0,1,8,10,10,10,8,10,10,7,9,7,10
113752,133519,3.0,0,1.0,3,10,9,10,10,10,10,10,4,10,5,10
113753,133520,6.0,1,1.0,3,9,2,1,3,2,1,1,2,1,2,1
113756,133523,3.0,0,1.0,3,7,10,7,10,7,9,9,6,8,7,9
113757,133524,2.0,1,6.0,0,5,4,8,4,9,8,6,8,8,3,7
113780,133550,3.0,0,1.0,3,9,5,7,6,8,7,7,7,4,9,6
113786,133558,2.0,0,7.0,1,5,5,2,4,1,3,4,8,5,5,6
113791,133565,3.0,1,3.0,1,6,9,3,9,7,8,7,3,9,3,9
113802,133579,1.0,1,1.0,3,6,6,7,3,6,4,7,8,5,6,7
113806,133585,5.0,1,11.0,1,10,5,7,6,7,6,6,9,5,9,6
113820,133607,1.0,1,6.0,0,9,6,3,8,5,6,6,10,7,7,7
113823,133610,3.0,1,5.0,3,6,7,3,6,3,3,4,9,4,7,6
113827,133614,3.0,0,2.0,1,8,9,10,7,6,6,10,7,10,4,10
113845,133635,2.0,1,3.0,1,6,9,5,7,10,9,7,7,4,5,8
113850,133641,3.0,1,2.0,1,2,2,3,1,1,1,2,1,1,2,2
113851,133642,4.0,1,0.0,0,10,6,3,5,5,4,4,10,3,6,6
113857,133651,5.0,1,2.0,1,7,9,10,10,8,9,10,5,10,10,10
113863,133657,3.0,1,3.0,1,7,10,7,8,9,8,9,4,6,2,2
113867,133663,1.0,0,1.0,3,9,9,10,10,10,10,10,8,8,10,9
113874,133673,2.0,0,7.0,1,10,10,10,10,10,10,10,8,9,3,10
113875,133674,3.0,1,0.0,0,3,9,9,6,6,6,9,8,8,9,9
113876,133676,0.0,1,0.0,0,6,5,10,4,9,8,8,3,10,10,6
113879,133679,1.0,1,6.0,0,9,5,4,3,6,5,4,10,3,8,6
113881,133682,2.0,0,3.0,1,9,10,10,9,10,10,10,4,9,9,10
113889,133693,3.0,0,1.0,3,8,4,10,4,10,9,10,4,7,10,6
113893,133698,5.0,1,11.0,1,7,7,8,9,6,7,7,10,6,7,6
113895,133700,1.0,1,6.0,0,8,7,9,7,8,8,8,9,6,9,4
113896,133702,3.0,1,1.0,3,8,7,8,10,6,9,7,4,9,9,8
113914,133723,1.0,0,3.0,1,10,4,6,5,9,8,4,9,6,9,1
113916,133725,2.0,0,14.0,3,7,4,1,4,2,2,2,10,3,4,4
113922,133731,6.0,1,5.0,3,10,7,1,7,2,5,4,9,3,4,6
113926,133738,4.0,0,1.0,3,10,5,7,5,4,4,5,9,8,9,6
113927,133739,1.0,1,1.0,3,6,7,8,5,4,4,7,8,7,10,8
113933,133747,3.0,0,1.0,3,8,7,9,7,8,7,9,8,7,6,10
113939,133754,3.0,1,2.0,1,6,8,1,8,2,5,6,2,10,6,7
113948,133766,6.0,0,1.0,3,10,1,3,2,1,1,2,1,2,2,3
113950,133768,5.0,1,1.0,3,5,6,9,7,5,5,7,7,6,4,8
113970,133790,0.0,0,5.0,3,4,4,4,4,6,5,3,9,4,3,5
113975,133795,0.0,1,1.0,3,5,10,4,10,7,9,8,5,10,3,9
113983,133806,1.0,1,6.0,0,7,6,8,8,5,6,7,9,6,10,6
113990,133814,3.0,1,3.0,1,5,8,10,9,10,10,10,4,10,9,4
113997,133821,4.0,0,1.0,3,10,10,4,9,5,7,8,9,5,8,7
113999,133823,3.0,1,3.0,1,5,7,6,5,4,3,6,7,7,10,4
114006,133830,4.0,0,1.0,3,9,6,9,8,10,10,8,5,10,2,2
114009,133833,1.0,1,6.0,0,7,10,9,10,10,10,10,6,10,10,9
114022,133848,1.0,0,3.0,1,9,8,10,10,7,9,10,6,8,9,9
114034,133863,3.0,1,2.0,1,6,10,7,10,7,8,9,3,8,9,2
114042,133871,1.0,1,3.0,1,5,9,6,7,5,5,8,6,9,8,9
114045,133874,3.0,0,3.0,1,7,7,7,8,4,5,7,5,9,4,1
114047,133876,2.0,1,3.0,1,6,7,10,7,10,10,9,5,10,4,9
114049,133880,6.0,1,5.0,3,8,7,9,8,8,8,8,6,9,9,5
114054,133885,4.0,1,14.0,3,9,4,8,3,6,4,6,10,5,5,7
114056,133888,4.0,1,1.0,3,8,7,8,8,6,7,7,10,3,3,9
114061,133894,6.0,0,5.0,3,7,2,4,1,7,5,3,10,2,7,4
114107,133944,6.0,0,1.0,3,9,2,4,2,4,2,3,10,2,5,1
114114,133953,1.0,0,7.0,1,5,9,6,8,8,8,8,6,6,9,8
114122,133963,2.0,0,1.0,3,7,5,8,5,7,6,6,9,7,3,8
114134,133978,5.0,1,1.0,3,7,1,1,2,1,1,1,2,1,1,1
114137,133981,3.0,1,2.0,1,7,8,10,7,6,6,10,3,9,9,9
114142,133986,5.0,1,1.0,3,10,9,9,9,6,8,9,8,7,8,10
114148,133993,3.0,0,1.0,3,8,7,8,10,7,9,7,5,8,7,8
114167,134016,0.0,0,1.0,3,9,8,8,10,7,9,8,8,9,3,9
114168,134017,4.0,1,5.0,3,10,6,9,4,4,3,7,9,4,10,7
114178,134028,5.0,1,3.0,1,9,9,7,9,8,8,7,8,6,10,7
114182,134032,5.0,1,0.0,0,7,5,8,7,9,9,6,4,7,2,3
114188,134040,1.0,1,0.0,0,10,4,5,4,8,6,3,10,3,3,5
114192,134046,2.0,0,7.0,1,10,7,9,8,8,8,9,2,7,9,9
114220,134077,5.0,1,2.0,1,10,4,4,3,4,3,3,10,3,3,5
114221,134079,6.0,0,5.0,3,9,10,10,10,10,10,10,4,7,9,10
114230,134088,3.0,0,1.0,3,9,6,5,7,5,5,4,10,4,6,7
114231,134091,6.0,0,5.0,3,8,8,2,9,1,6,5,6,4,7,7
114243,134107,3.0,1,3.0,1,6,10,9,5,6,5,10,5,10,10,4
114252,134118,4.0,1,5.0,3,6,4,10,3,8,7,8,2,9,4,9
114271,134140,3.0,0,1.0,3,8,6,7,8,7,7,6,8,9,9,7
114284,134154,5.0,1,4.0,3,9,1,1,1,3,2,1,1,1,1,1
114297,134169,4.0,1,5.0,3,7,7,4,7,6,5,6,3,7,8,7
114308,134184,1.0,0,3.0,1,9,5,8,6,7,6,7,10,5,10,3
114327,134207,1.0,0,1.0,3,5,1,1,2,3,1,1,2,1,1,1
114329,134209,0.0,0,1.0,3,8,9,2,8,2,5,7,9,6,5,2
114339,134220,4.0,1,2.0,1,5,1,1,1,3,1,1,1,1,1,1
114343,134225,0.0,0,4.0,3,9,7,3,8,2,5,4,10,6,3,3
114344,134226,2.0,1,4.0,3,5,4,3,4,1,3,2,10,3,5,3
114349,134232,1.0,1,2.0,1,9,6,7,9,7,8,6,8,10,9,7
114365,134255,2.0,1,1.0,3,8,9,6,10,6,9,8,5,8,7,9
114371,134262,3.0,0,15.0,0,9,4,7,3,6,4,4,9,5,10,5
114374,134265,3.0,0,1.0,3,10,6,9,9,7,8,9,2,8,7,3
114376,134268,4.0,1,0.0,0,7,6,6,9,4,6,5,10,3,6,7
114382,134274,3.0,0,1.0,3,7,5,2,7,1,4,4,9,5,9,4
114395,134288,2.0,1,2.0,1,5,1,1,3,2,2,1,1,1,1,1
114396,134290,5.0,0,3.0,1,6,9,7,9,8,8,8,6,5,4,9
114404,134302,2.0,1,1.0,3,10,5,9,5,5,4,7,9,6,6,8
114405,134303,1.0,1,2.0,1,10,4,2,6,1,3,3,10,4,5,4
114411,134309,2.0,1,2.0,1,10,6,10,7,8,7,10,2,8,10,5
114421,134322,2.0,0,1.0,3,6,9,9,8,7,7,10,4,7,8,10
114442,134345,2.0,1,3.0,1,7,10,3,7,1,4,7,4,8,8,8
114443,134346,2.0,0,0.0,0,7,1,1,1,2,1,1,2,1,1,1
114445,134348,3.0,1,6.0,0,10,4,5,5,4,4,3,8,9,2,2
114452,134358,3.0,0,5.0,3,10,8,9,10,6,9,9,10,7,9,9
114457,134364,3.0,0,1.0,3,5,2,10,3,8,7,7,3,7,7,8
114460,134367,3.0,1,1.0,3,8,10,2,10,3,9,7,6,10,6,3
114463,134371,6.0,1,1.0,3,9,4,9,4,5,4,6,7,8,10,5
114475,134384,5.0,1,1.0,3,8,6,10,4,6,4,8,7,5,7,9
114490,134400,4.0,0,1.0,3,10,5,10,7,9,9,9,5,10,7,10
114493,134403,3.0,0,6.0,0,8,9,10,9,10,10,10,5,9,9,10
114500,134410,5.0,1,2.0,1,6,10,8,6,9,8,10,6,6,10,7
114509,134422,1.0,1,6.0,0,7,1,1,2,2,1,1,1,1,1,1
114512,134425,2.0,0,1.0,3,9,10,8,9,7,8,9,9,9,3,10
114514,134427,2.0,0,1.0,3,6,4,10,7,9,8,8,6,10,10,5
114516,134429,6.0,0,1.0,3,10,8,8,10,7,8,9,9,7,10,7
114527,134443,0.0,0,5.0,3,8,6,2,8,1,5,4,8,5,4,6
114530,134447,5.0,1,0.0,0,10,8,8,8,9,9,8,10,6,7,9
114547,134470,1.0,0,5.0,3,8,5,3,5,1,3,3,10,3,4,5
114558,134483,2.0,0,3.0,1,7,5,5,4,7,6,4,9,3,7,6
114574,134501,3.0,1,2.0,1,8,7,5,8,5,6,5,8,7,3,2
114578,134505,1.0,1,6.0,0,8,1,1,2,1,2,1,1,1,1,1
114582,134509,2.0,0,2.0,1,10,9,10,9,10,10,10,4,7,6,10
114586,134513,2.0,0,2.0,1,8,6,4,3,5,3,5,3,8,4,7
114592,134519,3.0,1,1.0,3,7,4,7,4,6,5,4,10,3,2,3
114595,134522,1.0,1,0.0,0,6,6,5,9,10,10,6,8,9,10,5
114604,134531,6.0,1,5.0,3,7,7,6,8,8,8,6,6,5,4,8
114605,134532,3.0,1,3.0,1,3,4,3,4,3,2,3,5,4,6,5
114617,134545,3.0,0,3.0,1,8,5,9,5,9,7,8,8,10,6,9
114618,134546,3.0,1,0.0,0,7,3,10,4,9,8,9,5,9,6,10
114619,134547,4.0,1,2.0,1,8,4,3,5,5,4,4,10,4,7,5
114637,134565,4.0,0,3.0,1,8,8,5,7,6,6,7,3,5,6,8
114654,134582,3.0,1,3.0,1,7,6,7,8,4,5,6,8,8,3,8
114655,134583,3.0,0,2.0,1,9,10,10,6,9,9,10,3,10,10,7
114665,134593,4.0,1,0.0,0,8,7,1,8,1,5,5,10,5,3,3
114666,134594,3.0,1,5.0,3,10,7,5,10,7,9,6,9,7,5,7
114688,134619,0.0,0,1.0,3,5,10,4,9,3,7,9,4,8,8,9
114692,134626,2.0,0,1.0,3,8,5,8,8,7,7,6,8,5,4,7
114701,134637,0.0,0,1.0,3,5,8,4,6,4,4,6,9,5,8,7
114705,134641,1.0,1,1.0,3,5,7,6,6,4,4,6,7,7,10,7
114708,134644,2.0,1,11.0,1,7,4,10,4,9,7,9,9,10,3,10
114709,134645,4.0,1,7.0,1,10,6,3,5,1,3,3,9,4,6,5
114710,134646,0.0,0,4.0,3,9,2,8,1,8,7,4,10,5,5,6
114722,134660,3.0,1,2.0,1,10,10,8,10,8,9,10,5,10,10,6
114723,134661,3.0,1,1.0,3,7,4,9,4,4,3,7,8,8,10,6
114728,134667,5.0,0,1.0,3,9,10,10,10,10,10,10,6,10,8,10
114729,134668,2.0,1,0.0,0,9,10,6,10,8,10,10,8,9,7,3
114732,134671,1.0,1,3.0,1,9,4,6,3,4,3,4,9,5,6,6
114739,134684,2.0,1,3.0,1,10,8,10,7,6,6,10,3,8,5,10
114750,134698,3.0,0,3.0,1,10,9,7,9,3,7,8,5,7,4,1
114759,134710,3.0,0,1.0,3,8,3,2,4,1,2,3,10,3,8,4
114783,134739,5.0,0,2.0,1,7,4,4,5,7,6,4,10,3,8,5
114786,134742,6.0,1,5.0,3,6,3,10,4,10,9,7,7,3,8,8
114793,134751,3.0,1,2.0,1,9,10,10,10,9,10,10,2,10,7,10
114795,134753,4.0,0,5.0,3,9,4,9,5,8,7,6,9,8,6,8
114800,134758,3.0,1,1.0,3,5,1,1,1,2,1,1,1,1,1,1
114801,134759,1.0,1,1.0,3,8,5,10,7,8,8,8,8,8,10,8
114806,134765,2.0,0,3.0,1,7,8,10,8,9,9,10,5,8,10,5
114811,134772,2.0,1,2.0,1,5,7,6,6,10,10,6,9,4,9,7
114812,134773,5.0,0,2.0,1,7,1,1,2,1,1,1,1,1,1,1
114817,134781,1.0,0,4.0,3,8,10,3,10,1,8,8,7,8,3,9
114823,134787,2.0,1,1.0,3,6,9,7,10,6,8,9,6,10,9,6
114828,134793,4.0,1,5.0,3,10,5,10,3,6,5,10,8,7,3,10
114831,134797,4.0,0,3.0,1,7,9,9,10,10,10,9,3,10,3,2
114841,134812,2.0,1,2.0,1,9,5,1,7,2,4,4,10,4,6,5
114859,134833,5.0,1,2.0,1,8,8,6,8,7,7,6,7,8,5,8
114867,134841,1.0,1,5.0,3,5,7,6,6,6,5,7,9,6,4,8
114871,134846,4.0,1,1.0,3,5,10,8,9,4,7,9,4,9,5,10
114872,134848,1.0,1,6.0,0,8,10,4,10,4,10,10,5,10,8,10
114874,134850,0.0,0,4.0,3,2,1,1,1,2,1,1,1,1,1,1
114891,134869,1.0,0,6.0,0,9,7,8,8,6,6,8,9,8,10,7
114898,134877,3.0,1,5.0,3,5,1,1,1,1,1,1,2,1,1,1
114956,134941,2.0,1,3.0,1,7,6,4,6,3,4,4,8,6,10,4
115000,134988,4.0,0,1.0,3,7,7,10,9,7,8,9,7,8,5,10
115002,134990,4.0,1,6.0,0,7,1,2,3,1,1,2,1,2,3,3
115007,134996,4.0,0,5.0,3,9,4,2,3,2,2,3,10,3,5,4
115009,134998,4.0,0,1.0,3,10,7,4,8,5,6,5,8,5,7,7
115010,135000,5.0,1,1.0,3,7,5,10,6,9,8,9,6,5,10,9
115035,135028,6.0,1,3.0,1,6,10,10,5,5,4,10,7,9,5,10
115037,135030,2.0,0,3.0,1,10,3,3,3,7,5,3,10,2,5,4
115065,135059,4.0,1,1.0,3,10,7,5,6,5,4,5,9,4,8,2
115072,135066,3.0,1,2.0,1,8,8,10,9,9,9,10,8,7,8,10
115073,135067,2.0,1,2.0,1,7,6,7,5,6,5,8,9,7,10,4
115075,135069,4.0,1,0.0,0,8,5,4,5,4,3,3,10,4,9,4
115076,135070,6.0,1,1.0,3,10,8,4,8,5,6,7,8,4,6,8
115088,135083,6.0,1,2.0,1,6,5,7,3,7,5,6,9,5,6,8
115095,135090,3.0,1,3.0,1,7,10,7,10,9,10,9,4,10,6,10
115096,135091,2.0,0,3.0,1,8,4,9,4,7,5,6,9,7,4,8
115103,135098,2.0,1,6.0,0,10,4,6,7,10,9,4,10,3,8,5
115107,135102,1.0,1,2.0,1,7,9,10,8,5,6,10,2,10,5,10
115111,135107,3.0,1,0.0,0,9,10,10,10,10,10,10,5,8,5,10
115122,135120,2.0,0,1.0,3,7,5,10,7,9,8,9,9,7,9,9
115130,135128,4.0,1,6.0,0,9,4,5,3,4,3,3,10,3,9,4
115133,135132,2.0,0,3.0,1,10,8,4,10,3,8,7,6,9,4,8
115143,135143,3.0,0,5.0,3,7,4,5,4,5,4,3,10,3,1,3
115146,135146,4.0,0,4.0,3,8,5,8,4,7,6,5,9,4,10,5
115153,135156,2.0,1,1.0,3,10,8,9,9,8,9,9,3,8,9,4
115159,135163,4.0,1,1.0,3,9,10,5,10,3,9,7,8,9,9,4
115168,135176,3.0,1,6.0,0,9,4,9,5,7,6,6,9,7,8,8
115171,135181,2.0,1,1.0,3,8,6,7,5,6,5,6,8,6,9,2
115181,135194,6.0,1,2.0,1,5,7,3,6,5,4,5,8,3,7,7
115186,135199,1.0,0,1.0,3,9,10,6,10,8,9,9,7,9,9,4
115188,135201,4.0,1,6.0,0,6,2,6,2,7,6,4,9,3,7,5
115189,135204,2.0,1,3.0,1,7,8,10,9,10,10,10,4,8,5,10
115192,135208,5.0,1,2.0,1,9,9,6,10,6,8,8,8,10,4,9
115211,135228,4.0,0,1.0,3,8,7,6,8,4,5,6,9,4,9,7
115212,135229,2.0,0,1.0,3,8,10,10,9,9,9,10,4,10,9,10
115215,135232,3.0,1,2.0,1,3,9,4,7,7,7,7,6,9,6,9
115218,135235,0.0,0,5.0,3,5,1,1,1,3,1,1,1,1,1,1
115228,135247,3.0,1,8.0,0,7,6,3,6,4,4,5,4,4,1,2
115247,135267,1.0,0,0.0,0,6,9,9,7,9,9,9,4,9,6,10
115254,135274,0.0,1,7.0,1,6,9,2,8,1,5,6,3,8,5,3
115259,135279,1.0,1,3.0,1,7,5,8,7,6,6,6,8,7,5,7
115274,135297,1.0,1,3.0,1,6,10,8,9,9,9,10,6,9,10,10
115276,135300,6.0,1,3.0,1,9,10,7,9,3,6,10,5,10,6,10
115296,135325,1.0,1,6.0,0,9,4,7,4,10,10,5,10,4,9,5
115303,135333,1.0,0,3.0,1,7,9,5,5,4,4,7,6,8,8,9
115316,135346,2.0,0,0.0,0,6,9,10,8,8,8,10,4,10,10,2
115320,135350,4.0,0,3.0,1,7,4,3,8,3,5,3,6,7,7,5
115321,135351,3.0,1,0.0,0,9,8,4,9,4,7,6,10,7,10,7
115322,135352,2.0,1,0.0,0,8,5,6,7,6,5,5,9,6,9,5
115331,135364,2.0,1,7.0,1,5,8,6,6,7,6,7,7,9,10,5
115332,135365,1.0,0,5.0,3,9,4,8,4,5,3,5,10,6,9,1
115339,135373,1.0,1,2.0,1,9,4,5,4,4,3,3,10,4,6,2
115340,135374,6.0,1,0.0,0,7,10,10,10,8,9,10,4,7,4,10
115351,135386,3.0,1,1.0,3,5,3,4,4,7,6,4,10,3,5,5
115353,135388,2.0,0,1.0,3,5,1,1,2,3,1,1,1,1,1,1
115359,135397,2.0,0,1.0,3,7,3,4,3,4,3,2,10,3,3,1
115371,135412,2.0,0,3.0,1,2,1,3,2,8,7,2,2,2,8,4
115375,135420,1.0,0,1.0,3,9,5,4,5,4,4,4,10,4,6,6
115384,135430,5.0,1,2.0,1,10,9,1,9,2,7,6,7,9,3,1
115389,135435,3.0,1,6.0,0,7,10,5,9,3,6,9,4,6,4,10
115398,135448,5.0,1,0.0,0,5,10,10,8,10,10,10,6,9,10,10
115399,135449,4.0,1,1.0,3,6,6,8,8,6,6,7,7,7,5,8
115402,135452,3.0,1,7.0,1,7,10,9,10,5,9,10,2,10,10,7
115403,135453,2.0,0,1.0,3,7,9,6,10,6,9,8,3,9,10,9
115404,135455,3.0,1,5.0,3,10,6,4,8,4,6,5,10,5,7,7
115422,135474,2.0,1,5.0,3,9,2,9,1,6,4,6,6,6,8,5
115426,135479,5.0,0,7.0,1,6,8,4,9,5,7,7,7,9,4,8
115434,135490,1.0,0,1.0,3,8,4,6,6,6,5,4,9,5,9,4
115440,135496,6.0,0,1.0,3,10,6,7,3,4,2,5,9,6,5,7
115451,135508,5.0,0,1.0,3,7,7,2,9,1,6,4,6,7,2,2
115459,135516,1.0,1,7.0,1,8,10,4,10,8,9,9,4,10,3,3
115467,135525,1.0,1,1.0,3,5,4,9,7,10,9,6,4,9,10,5
115471,135529,3.0,1,0.0,0,10,2,10,2,10,9,7,10,5,4,8
